Vmag,Plx,e_Plx,B-V,SpType
8.23,6.61,1.05,0.333,A0
8.74,7.31,0.73,0.464,F5V
7.96,3.34,0.65,0.027,A0V
6.78,68.2,1.1,0.938,K0
8.1,4.3,0.77,0.989,G5
5.53,12.01,0.97,0.238,A3
8.61,6.21,1.17,0.3,A0
7.14,6.65,0.64,0.922,K0III
6.6,13.23,0.97,0.556,F7V
5.87,14.26,0.89,0.07,A3V
8.0,7.34,0.96,0.703,G0
6.32,5.82,0.81,1.242,K0
8.43,7.12,0.63,0.623,G0V
7.7,4.38,0.63,-0.012,A0V
6.35,7.97,1.12,-0.061,A0V
8.38,8.62,0.78,0.444,F3V
7.36,4.28,0.61,-0.02,B8IV
8.05,4.8,0.68,0.116,A2V
5.21,4.78,0.7,1.538,K4III
7.92,4.19,0.82,0.284,A8V
8.57,10.46,0.71,0.41,F0V
7.69,7.94,1.1,0.719,G0
6.91,4.89,0.93,1.38,K0
8.5,5.7,0.67,0.333,A3
6.7,5.47,0.87,0.037,A1V
7.97,9.24,0.64,0.46,F5V
5.82,5.38,0.46,1.279,K3III
7.16,5.98,0.68,0.794,G3IV
6.48,20.09,0.61,0.394,F3V
8.07,4.32,0.71,0.26,F
8.18,5.27,0.71,0.195,A
6.05,33.48,0.64,0.545,F8
6.97,7.35,0.56,1.219,K2III
7.6,6.09,0.99,0.164,A3V
5.55,4.35,0.86,1.376,K5III
8.15,6.48,0.64,0.397,A9V
5.55,11.15,0.76,1.035,G9III
8.41,22.18,0.8,0.708,G5V
8.53,5.58,0.73,0.187,A5V
8.36,22.53,2.38,0.84,K0V
8.19,5.51,0.67,0.897,K0III
7.74,5.63,0.75,1.019,G5
6.43,7.49,0.89,1.264,K0
7.31,14.87,0.95,0.578,F5
6.95,5.8,1.08,1.192,K0IV
7.47,12.16,1.15,0.463,F5
7.85,6.17,1.11,-0.03,B8
7.68,8.89,0.66,0.914,G8
6.61,12.66,0.53,0.088,A0V
6.55,10.41,0.93,-0.036,A0V
6.22,6.06,1.01,0.041,A2V
7.59,5.53,1.08,0.991,G5
7.08,6.0,0.85,-0.031,B9III
8.44,3.93,0.71,0.491,F3IV
4.47,8.03,0.58,-0.169,B4V
6.03,5.89,0.57,0.103,A4V
6.94,2.91,0.51,0.062,A1IV
7.59,5.73,0.89,1.017,K0III
8.65,6.35,0.72,0.266,A9V
6.48,6.67,0.86,-0.064,B9V
7.63,8.73,0.55,0.513,F5IV
6.16,13.09,0.88,1.15,K2III
7.73,7.67,1.14,0.5,F5
8.16,6.9,1.08,0.401,F0
8.66,8.33,0.77,0.525,F6
6.24,15.49,0.92,0.894,G5
7.83,5.52,0.93,0.347,F0
8.12,5.36,1.02,0.35,F0
7.56,10.79,1.04,0.304,F
9.58,13.65,1.48,0.679,G5
7.79,11.36,0.92,0.478,F2
5.76,7.69,0.69,1.118,K0III
7.55,4.72,0.55,0.327,F0IV
6.8,13.19,0.9,0.495,F8
5.74,3.96,0.71,-0.16,B5IV
8.26,5.95,0.66,0.582,G0V
9.06,16.97,1.11,0.747,G6
6.32,12.37,0.55,0.39,F2
7.55,5.14,0.91,-0.058,B9
7.89,20.43,0.98,0.74,G5
7.15,38.98,0.9,0.613,G0
6.94,5.93,0.9,0.965,G5
8.31,7.17,0.86,0.311,F0IV
7.6,4.1,0.63,0.103,A1V
7.25,13.73,0.89,0.444,F2
8.19,13.74,1.41,0.439,F2
6.57,21.82,1.03,0.554,F5
7.68,3.17,0.59,1.286,K1III
4.13,6.49,1.06,-0.115,B6III
8.09,5.4,0.65,0.548,F6V
8.87,6.47,0.86,0.611,G0V
6.59,16.45,1.02,0.293,A9IV
8.91,4.75,0.74,0.474,F0
7.61,20.93,1.23,0.621,G0
8.6,9.71,0.9,0.491,F8
8.59,33.96,1.46,0.906,K2V
7.57,3.88,0.64,1.264,K2IV
8.22,6.82,1.16,0.176,A2
7.71,6.44,1.13,1.159,G5
8.1,27.67,1.29,0.846,K5
7.89,9.05,1.06,0.637,G0
7.99,10.0,0.66,0.503,F5
8.09,10.27,1.08,0.855,G5
11.12,242.89,2.64,1.69,M4
7.95,7.94,0.68,0.265,A3III
5.2,10.44,0.47,1.087,K0III
8.16,6.64,0.63,0.288,A8V
8.66,5.23,0.73,0.218,A3V
7.61,19.94,1.09,0.568,F8
7.06,3.9,0.77,0.002,B9IV
9.97,20.7,1.7,0.971,K2
8.32,6.24,0.82,1.004,K2
11.08,26.04,2.22,1.885,M0
5.28,19.33,0.66,0.371,F2V
7.55,6.44,1.05,0.078,A2
8.31,5.99,1.0,0.215,A3II
6.81,6.68,0.5,0.359,F0III
7.55,4.37,0.63,-0.015,A0V
8.29,3.89,0.71,0.372,F0V
5.88,6.15,0.77,1.448,K4III
6.28,10.27,0.5,0.329,F0III
8.51,8.71,1.1,0.41,F2
8.08,6.99,1.19,0.495,F5
8.3,9.86,0.88,0.536,F6V
9.11,35.0,1.49,1.12,K4V
8.72,5.36,0.72,0.346,F0V
8.35,8.47,0.73,0.361,F0III
8.92,6.34,1.1,0.409,F5
8.45,13.88,1.14,0.591,G0
8.64,14.04,0.69,0.702,G3
8.38,7.17,1.37,0.292,A3
7.64,4.35,0.63,0.993,K0III
7.54,6.57,0.82,1.123,K0III
8.17,12.93,1.49,1.1,F5V
6.7,4.3,0.78,-0.012,B8
7.93,3.85,0.62,-0.071,B9V
8.35,10.35,1.01,0.515,F5
8.76,12.55,1.3,0.56,G0
6.75,4.51,0.76,-0.013,B8V
8.67,8.07,1.06,0.427,F8
6.58,6.49,0.91,1.081,K0III
8.94,12.02,0.77,0.587,G3V
7.74,14.53,0.91,0.817,G8V
8.86,10.35,0.88,0.573,G0V
8.08,6.51,1.22,0.351,F2V
5.86,17.56,0.76,0.934,K0IV
8.58,11.54,1.72,0.498,F5
7.14,5.76,0.61,0.214,A4
8.67,5.6,0.89,0.15,A3V
6.19,5.61,0.59,1.398,K3III
6.66,6.11,0.81,0.004,A0
8.13,10.86,0.73,0.532,F5V
6.68,6.51,0.54,0.977,G8IV
7.65,5.69,0.6,1.144,K1III
6.15,2.84,0.5,-0.147,B3V
8.94,32.09,2.06,0.911,K2IV
7.38,7.84,0.56,0.564,F6V
5.82,4.02,0.59,0.813,G8III
7.91,7.25,0.6,0.317,A8V
7.66,11.16,1.01,0.359,F0V
7.41,5.28,0.68,1.064,K0III
5.58,26.87,0.48,0.534,F8V
7.69,5.66,1.02,1.024,G5
8.8,4.78,0.84,0.61,G2IV
7.14,35.72,0.88,0.71,G0
5.16,9.51,0.79,1.262,K1III
10.06,18.12,1.92,0.849,K0
6.31,3.3,0.6,1.665,M4III
8.29,16.35,1.26,0.61,G5
6.58,10.74,0.66,0.256,A6V
7.69,6.39,1.09,0.215,A5
6.26,3.5,0.56,1.599,M2
6.38,9.75,1.11,0.275,A8V
7.28,9.84,0.94,0.82,G3IV
5.22,15.44,0.86,0.185,A3V
8.69,9.59,0.71,0.603,G0V
7.74,6.86,0.63,0.508,F5IV
8.16,6.05,0.77,0.353,F0V
9.42,12.05,1.6,0.657,G0
7.47,6.31,0.75,1.084,K0III
8.27,36.05,0.68,0.781,G8
5.69,4.5,0.5,-0.057,B9V
8.31,9.98,1.03,0.495,F8
9.86,33.99,1.67,1.237,M0
9.36,27.65,1.35,1.01,K8
8.3,5.35,0.83,1.107,G5
11.42,36.97,2.55,1.36,M
7.57,9.86,0.6,0.351,A8IV
7.28,5.66,0.78,0.255,A
6.98,5.85,0.96,0.315,A3
5.88,6.3,0.94,0.997,K0V
7.92,5.08,0.59,0.083,A2V
7.16,4.13,0.61,1.069,K0IV
7.56,10.59,1.02,0.545,F8
8.12,3.61,0.63,0.166,A2V
5.25,11.95,0.52,0.982,G8III
5.6,23.13,0.76,0.256,F0V
9.1,5.91,0.8,0.352,F0V
5.82,11.86,1.06,0.188,A3
7.92,13.7,0.58,0.778,G6IV
7.59,5.9,0.93,1.326,K0
7.3,9.99,0.56,0.198,A5III
8.97,23.52,1.03,0.799,K0V
8.6,16.86,0.98,0.562,G0
7.68,4.92,0.65,0.985,K0
5.73,3.89,0.66,-0.18,B2V
7.25,5.08,0.97,1.125,G5
7.72,8.29,0.95,0.153,A3III
7.28,10.94,0.94,0.515,F5V
6.89,16.3,0.72,0.547,F8V
6.85,4.14,0.55,1.265,K2
8.1,6.04,1.03,0.168,A5V
6.3,8.25,0.92,1.096,K0III
7.69,7.45,0.94,0.108,A2V
8.1,16.67,0.65,0.554,F6V
7.79,3.68,0.65,0.562,F5V
8.87,6.68,0.77,0.486,F5V
7.95,7.0,0.78,0.505,G0
6.96,15.35,0.57,0.469,F5V
8.71,6.08,0.84,0.179,A1IV
7.37,4.63,0.83,0.07,A0
7.93,6.03,0.66,0.243,A6V
6.61,4.53,0.6,1.266,K0
8.28,6.39,1.2,0.422,F2
6.44,6.93,0.62,0.999,G8III
7.65,5.39,0.6,1.137,K1III
7.25,5.63,0.63,0.327,F3IV
8.84,7.6,1.12,0.479,F5V
7.91,29.93,1.07,0.86,K1IV
8.06,6.1,0.65,0.127,A1IV
7.72,5.94,0.94,0.014,B9V
9.62,7.23,1.4,0.612,G0
7.11,4.2,0.62,0.02,B9
8.82,8.8,0.8,0.959,G8III
6.18,5.37,0.51,1.088,G8III
6.39,8.85,0.74,0.817,K0III
8.01,15.32,1.08,0.648,G5
6.96,4.32,0.7,1.453,K3III
9.86,14.9,1.25,0.806,G5
8.24,5.35,1.04,0.018,A0IV
8.55,5.02,1.0,0.231,A2
7.5,5.25,0.91,0.397,F2III
5.57,12.75,0.85,1.105,K2III
5.09,6.08,0.79,-0.132,B5V
8.72,13.0,0.67,0.53,F5V
8.18,15.2,0.76,0.629,G2V
8.23,6.8,0.63,0.263,A1
7.2,5.88,0.87,0.016,A0V
7.05,4.86,0.95,1.483,K2
10.05,12.37,1.06,0.853,K1V
6.53,7.35,0.97,0.057,A3V
8.15,6.03,0.76,0.033,A0V
5.42,8.02,0.5,1.419,K3III
11.62,61.28,1.89,1.5,M
6.91,9.95,1.43,0.309,A3
6.66,19.39,0.5,0.489,F6V
9.18,6.85,0.8,0.506,F5V
7.42,9.06,1.1,0.433,A3
8.11,9.32,0.81,0.423,F2
8.09,5.5,0.62,0.409,A4
8.03,8.01,0.96,0.225,A5IV
7.18,8.83,1.02,0.271,A3
6.82,7.98,0.97,0.296,A1V
6.9,17.79,0.92,0.398,F0
7.35,6.18,0.62,0.927,K0
9.54,21.8,2.39,0.929,G5
7.59,15.61,0.81,0.44,F2
8.53,3.58,0.71,-0.06,B9V
7.64,11.57,0.93,0.493,F5V
7.64,12.65,2.19,0.446,F5
7.54,6.73,1.04,0.095,A2V
7.8,8.64,0.92,0.251,A8V
7.43,10.46,2.0,0.406,F0
8.44,6.36,1.24,0.217,A1V
5.62,6.7,0.58,-0.085,B9V
7.49,7.95,0.87,0.338,F0
7.07,5.65,1.06,0.013,A0
6.69,5.5,0.9,0.254,A4V
8.18,7.42,0.71,0.498,F5V
10.36,15.06,1.96,0.93,K5
7.02,6.01,0.8,0.103,A1V
8.2,5.25,0.75,1.162,K2III
6.44,9.01,0.94,-0.01,A0V
7.78,12.02,0.57,0.261,A7IV
8.37,7.41,0.77,0.358,F0V
8.99,4.44,0.8,0.203,A1
8.55,9.9,0.84,0.609,G1V
8.63,14.21,1.19,0.541,F8V
7.32,4.5,0.67,1.001,G8
7.03,6.78,1.17,1.182,K0
7.7,12.77,0.95,0.51,F6V
4.54,7.92,0.61,-0.035,A0III
9.15,4.95,0.79,0.573,F6
8.94,13.5,0.99,0.681,G5V
8.86,9.94,0.86,0.469,F2V
7.06,13.57,1.14,0.25,A3
8.31,3.53,0.69,1.071,G8
7.42,4.34,0.57,0.204,A5V
8.03,6.11,1.02,0.541,F7V
5.26,7.3,0.86,-0.008,A0V
8.08,10.31,1.5,0.726,G0
8.84,7.97,0.94,0.913,G8
7.87,5.79,1.04,0.417,F0
7.99,4.1,0.74,1.254,K2III
7.92,3.41,0.62,1.405,K4III
10.17,22.98,1.69,1.3,G5V
7.56,9.61,0.94,0.377,F0
5.59,5.62,0.62,-0.13,A0V
8.91,12.14,1.23,0.511,G0
8.64,7.96,1.15,0.417,F2
9.03,9.83,0.87,0.596,G1V
6.32,6.35,0.68,1.03,K0III
7.56,5.19,0.67,1.026,K0III
7.87,10.99,0.94,0.315,A9V
8.14,23.47,0.79,0.687,G5
7.14,5.49,0.57,0.037,A1V
7.96,12.61,0.95,0.536,F5
7.02,3.19,0.56,1.184,G8III
7.99,8.85,1.1,0.236,A5
7.51,16.32,0.92,0.578,F8
9.04,4.4,0.86,0.44,F2V
7.93,7.61,1.26,0.408,F2
7.92,10.53,1.88,0.8,F7V
7.41,5.16,0.59,1.14,K0III
7.69,4.69,0.92,1.011,K0
9.55,10.44,1.76,0.489,F5
8.24,8.56,1.05,0.233,B9
7.39,7.97,0.91,-0.04,B8
7.62,4.59,0.57,1.011,K0III
6.36,24.83,0.56,0.486,F6V
8.17,11.06,0.64,0.465,F6V
7.33,8.23,0.99,0.138,A2
7.61,12.61,1.01,0.471,F3
6.73,12.69,0.88,0.444,F5
6.56,12.15,0.76,0.398,F2
7.83,13.65,1.06,0.472,F8
8.89,19.91,1.02,0.717,F5
9.19,13.95,1.04,0.657,G5
7.22,8.76,0.99,0.259,A
7.45,9.69,0.85,1.199,K2III
8.74,8.39,1.35,0.459,F8
7.63,26.43,0.87,0.714,G5V
7.04,4.68,0.68,1.017,G8II
9.95,12.55,1.42,0.771,G5
7.23,25.47,0.72,0.62,G2
8.15,6.08,0.7,0.259,A8V
6.61,27.48,0.79,0.496,F5
7.41,6.48,0.88,-0.022,B9IV
8.34,8.04,1.18,0.523,F8III
5.71,11.79,1.21,0.848,G8
6.84,4.59,0.81,0.098,A0
6.89,27.72,1.97,0.646,G0
7.16,11.55,0.53,0.417,F2V
7.22,6.36,0.58,0.923,G8IV
6.87,17.64,0.65,0.366,F2V
7.36,8.13,1.12,0.25,A0
7.79,20.03,0.79,0.7,G0
9.42,20.36,1.69,0.879,G5
7.58,5.72,0.86,0.08,A0
8.6,5.47,1.08,0.142,A0
8.33,4.02,0.67,0.254,F0V
3.95,50.41,0.7,1.037,K1III
6.35,4.34,0.83,-0.117,B3V
9.45,13.69,1.56,0.75,G5
5.95,4.24,0.76,1.562,K4
8.6,3.85,0.73,1.071,G8
7.67,8.35,0.74,0.247,A2
9.5,4.67,0.83,0.45,F3V
8.37,8.73,1.06,0.309,A5
6.03,7.52,0.62,1.03,K0III
7.14,9.7,0.92,0.326,F0II
7.65,28.45,0.74,0.703,G5V
10.18,29.05,2.05,1.2,K5
7.72,4.98,0.64,0.056,A0
9.61,66.11,1.61,1.456,K0
9.63,101.59,2.35,1.48,M1
9.64,17.59,1.34,0.7,G5
9.94,15.96,1.1,0.79,K0
6.44,6.0,1.19,0.101,A3V
7.61,26.13,1.06,0.735,G5
7.22,4.62,0.76,-0.007,B9
6.84,36.55,0.89,0.725,G5
6.88,6.59,0.52,0.965,G8III
5.87,10.12,0.69,0.006,A2V
7.34,13.44,0.6,0.518,F7
6.17,6.87,0.88,1.08,K1III
7.38,7.21,0.81,0.158,A2
6.11,11.75,0.76,0.994,K1III
5.94,18.82,0.82,0.899,G8IV
7.71,3.3,0.62,-0.023,A0V
1.93,31.12,2.33,0.001,A0IV
3.17,7.71,0.52,-0.103,B8III
5.25,8.24,0.56,1.177,K1III
7.82,10.59,0.68,0.519,F5V
7.13,6.24,0.85,0.069,A0
8.71,25.77,2.48,0.742,G8V
7.28,7.06,0.96,0.0,B9
4.42,7.03,0.62,1.137,K0II
6.26,28.12,2.18,0.396,F2
8.31,8.7,1.15,0.311,A2
6.15,46.15,0.64,0.624,G1
8.78,17.41,0.68,0.591,G0V
8.73,7.11,0.95,0.394,F5
8.26,6.06,0.91,0.888,G8IV
7.61,14.46,1.4,0.495,F5
6.75,12.14,1.11,0.276,A5
6.73,6.86,0.78,0.931,G8III
9.55,20.09,1.51,0.747,G5
6.14,4.42,0.72,1.47,K2
6.48,4.89,0.69,0.664,A2V
5.76,7.74,1.08,-0.001,B9
6.74,3.1,0.56,1.561,K5
10.11,11.92,1.66,0.73,G5
8.58,6.44,0.98,0.183,A4V
7.15,4.04,0.58,1.09,K0III
8.23,6.98,0.65,0.346,F0IV
8.22,10.15,0.68,0.531,F6V
10.44,19.37,1.92,0.98,K3
8.16,4.58,0.71,0.18,A2III
9.34,6.4,1.01,0.941,G8IV
8.05,6.0,1.05,0.368,F0
6.01,7.08,0.72,0.042,A0IV
8.04,5.48,0.95,0.323,A5
5.05,7.48,0.57,0.997,G8III
5.7,10.3,0.94,1.367,K5III
7.15,3.53,0.59,-0.1,B7
8.87,4.33,0.75,0.524,F6V
10.0,4.51,0.9,0.492,F3V
7.76,19.28,0.7,0.505,F8
7.1,9.89,0.78,0.021,A0V
5.34,4.3,0.76,-0.075,B8III
8.1,12.71,0.93,0.572,G0
7.12,13.71,0.93,0.374,F0
8.75,10.31,0.72,0.45,F5V
7.97,10.15,0.72,0.534,F6V
9.72,15.47,0.85,0.79,G8V
7.84,12.49,1.07,0.526,F5
8.85,4.1,0.82,0.938,G8III
8.37,6.7,0.64,0.408,F2V
7.97,4.87,0.83,0.864,G8IV
6.09,7.78,0.94,1.027,G9III
7.83,5.59,0.74,1.032,K0III
7.64,6.12,1.13,0.11,A0
8.44,20.56,2.07,0.769,K1V
8.16,4.95,0.77,0.331,F0IV
7.84,6.66,1.26,0.792,K0
8.4,7.85,0.83,0.738,G8V
9.07,11.03,0.82,0.642,G2
4.8,7.54,0.71,1.236,K3III
8.97,9.83,1.27,0.63,G2
8.26,6.67,0.79,0.366,F0IV
7.18,3.03,0.58,1.532,M2III
10.51,7.97,1.43,0.626,G0
9.37,16.6,1.75,0.928,K3V
6.43,28.44,1.04,0.523,F8IV
8.93,9.46,1.51,0.522,G0
7.59,3.41,0.59,0.998,G8III
6.05,5.31,0.64,-0.031,A0V
9.8,76.47,1.05,1.377,K7V
8.57,3.52,0.63,0.071,B9
8.92,9.6,1.24,0.69,G0
5.7,13.54,0.56,1.134,K1III
7.34,7.8,0.57,0.174,A3III
5.99,11.28,0.88,0.063,A2V
9.71,45.56,0.91,1.257,M1V
9.34,6.81,0.91,0.502,F6V
8.14,5.11,0.76,0.257,A3
6.59,7.33,0.63,1.175,K1III
6.35,4.92,0.77,1.222,K1III
7.88,4.52,0.7,-0.038,B9V
8.05,11.44,0.72,0.747,G5IV
7.28,5.76,1.03,1.19,K0
5.61,8.07,0.47,0.214,A5III
7.63,6.75,0.91,0.091,A0
9.5,14.43,1.8,0.645,G2
6.75,6.78,0.84,1.029,G5
6.74,8.73,0.6,0.066,A1V
6.82,8.3,1.62,0.471,F2
7.51,5.93,0.98,-0.006,B9
9.33,7.06,0.96,0.477,F5V
9.46,9.43,1.23,0.55,G0
5.75,5.63,0.53,1.488,K5III
6.58,9.41,0.74,0.156,A2
5.88,4.92,0.6,1.223,K0III
7.59,9.58,0.64,0.329,A5
7.19,5.79,0.81,0.93,G8III
7.73,13.64,1.51,0.529,F8
8.31,8.23,1.05,0.353,F0
7.17,13.01,1.2,0.626,F5
8.66,11.4,0.7,0.479,F5V
6.66,4.21,0.55,-0.143,B5III
9.23,8.36,1.43,0.644,G0
7.6,23.57,0.96,0.672,G0
6.71,3.2,0.56,1.601,M2
8.21,9.74,1.5,0.543,F8
8.68,13.57,0.8,0.626,G1V
9.21,8.78,1.28,0.599,G0V
6.5,7.53,0.51,1.11,K1III
8.28,8.46,0.86,0.33,F2
7.4,6.31,1.02,0.957,G5
7.5,5.61,0.9,0.528,F5
9.94,7.82,1.16,0.711,G8V
7.99,4.35,0.69,1.073,K0III
7.23,5.34,0.64,-0.055,B9V
7.25,5.45,1.09,1.06,K0
7.33,4.17,0.63,1.476,K5III
7.92,6.19,1.01,0.451,F5III
6.16,3.08,0.56,-0.146,B4V
8.08,57.07,1.37,1.021,K2
8.29,15.15,0.65,0.565,F8V
7.78,4.62,0.64,0.024,A0V
7.05,5.17,0.98,1.207,K1III
9.3,11.77,1.07,0.703,G5V
7.67,6.39,0.62,0.404,F2IV
8.61,7.56,1.12,0.979,G8IV
6.28,4.15,0.83,-0.016,A1V
7.69,13.91,0.98,0.576,F8
7.96,4.54,0.87,0.064,A1IV
8.04,8.93,1.33,0.1,A0
7.89,15.94,0.8,0.511,F3
6.88,6.75,0.81,0.969,G8
8.41,6.57,0.64,0.476,F3
6.48,12.71,0.8,0.509,F8III
8.5,8.38,1.24,0.446,F5
9.63,35.25,1.08,0.984,K5
8.46,7.94,1.51,0.402,F5
8.0,5.39,1.07,1.079,G8IV
8.64,4.52,0.69,0.375,F3II
6.8,6.52,1.04,0.051,A2
7.75,3.61,0.66,-0.062,B9V
7.59,9.19,0.96,0.307,A2
7.67,5.47,1.0,0.731,F8
5.21,8.63,0.77,1.525,M0III
6.85,6.71,0.89,0.901,K0III
9.49,8.16,0.83,0.633,F8
9.42,5.72,0.92,0.51,F6V
7.05,5.67,0.8,0.116,A2V
7.58,2.97,0.59,0.028,A0IV
8.15,3.43,0.66,1.225,K2III
6.97,33.75,0.82,0.563,F7V
8.35,15.16,1.22,0.596,G0V
8.0,6.51,1.08,0.849,G5
6.28,10.95,0.79,0.346,A
8.82,9.66,1.26,0.45,F6V
8.53,18.67,0.72,0.755,G5
5.2,23.41,2.44,0.063,A2V
6.72,7.58,0.52,-0.039,B9
10.06,6.5,1.22,0.677,G6
7.94,18.68,0.98,0.597,G0IV
8.46,12.09,2.01,0.599,G0
7.07,14.03,1.05,0.578,F8
8.14,5.16,0.7,0.092,A2V
7.04,16.25,0.92,0.359,F2
7.45,5.35,0.65,1.107,K0III
9.48,18.28,0.87,0.726,G3
8.78,5.35,0.73,0.317,A7
7.59,5.9,0.93,0.146,A2
9.23,12.16,1.38,0.704,G0
7.28,5.29,0.83,0.052,A2
7.29,18.05,0.91,0.498,F5
7.86,4.79,0.69,-0.006,A0V
8.03,5.75,1.12,1.124,K2
6.76,5.37,0.72,0.281,F0V
6.26,20.45,1.11,0.321,F2V
6.57,14.21,0.83,0.501,F5
8.29,3.76,0.63,-0.035,B9V
7.34,5.04,0.86,0.237,A5
7.77,5.71,1.03,0.04,A0
7.8,10.52,0.9,0.43,F3V
7.14,5.93,1.03,0.053,A0V
5.04,10.66,0.71,1.479,K5III
7.28,4.85,0.71,-0.004,A0V
7.29,5.2,0.78,0.047,A0IV
7.68,6.31,1.02,1.216,K1III
7.49,5.14,0.96,1.029,G5
9.28,4.85,0.88,1.061,K0III
6.21,6.82,0.82,1.026,K0
8.04,4.08,0.73,1.048,K1III
7.8,7.57,0.88,0.466,F2
8.04,6.86,0.78,0.403,F0
8.55,4.78,0.87,0.399,A2
7.46,6.19,0.94,1.053,K0
8.13,9.07,0.85,0.481,F3V
8.62,4.14,0.72,1.125,K0III
6.3,5.94,0.62,0.258,A8
9.05,7.61,1.45,0.449,F5
8.43,6.03,0.91,0.384,F2V
8.27,5.72,0.76,0.164,A3III
6.36,7.76,0.49,0.96,G8III
7.32,4.53,0.65,1.034,G8
7.67,5.28,0.67,0.501,F5V
8.94,17.7,0.79,0.699,G6V
8.45,9.0,1.19,0.942,G5
7.48,8.53,1.02,0.951,G5
9.08,7.22,1.36,0.532,F8
8.53,3.66,0.65,-0.039,B9
8.96,13.03,0.79,0.547,G0V
8.46,19.79,0.78,0.819,K0V
6.7,8.01,0.71,0.933,G8III
4.49,11.82,0.83,1.167,K1III
8.53,20.04,0.71,0.685,G5V
9.35,9.32,0.8,0.624,G3IV
8.87,12.05,1.38,0.676,G5
6.68,4.19,0.52,-0.076,B8
6.28,13.27,0.74,1.089,K0
8.47,13.26,1.27,0.567,G0
7.66,15.04,0.94,0.522,F8
7.49,10.62,0.95,0.315,F0
6.47,4.43,0.51,-0.119,B5
8.65,7.26,1.19,0.116,A0V
8.4,11.96,1.11,0.49,F8
8.79,15.9,0.97,0.607,G3V
7.61,7.89,1.01,0.403,F2
9.02,12.28,0.96,0.669,G3V
8.48,8.72,0.8,0.551,F7V
7.15,5.15,0.64,0.915,G5
7.05,6.53,0.93,0.007,A0
6.61,14.48,0.65,0.182,A5V
7.89,17.39,0.95,0.563,F5
8.83,8.48,1.07,0.489,F5V
8.55,10.93,1.29,0.506,F5
6.95,3.31,0.54,1.427,K4III
5.42,5.72,0.84,1.445,K4III
10.92,44.43,4.88,1.364,M0V
7.79,4.88,0.96,1.127,G5
7.07,11.21,0.79,0.249,A2
7.07,9.43,1.24,0.387,F5
7.99,7.42,1.04,0.461,F5
6.43,37.6,0.65,0.55,F7V
8.71,16.46,0.72,0.61,G2
9.18,6.84,0.81,0.505,G0V
7.2,21.77,1.07,0.562,F8
6.1,5.18,0.49,1.335,K3III
6.76,8.42,1.04,0.197,A2
8.04,3.55,0.69,-0.013,B9V
7.84,5.02,0.64,1.219,K2III
7.78,3.72,0.66,-0.134,B4III
8.92,9.32,1.26,0.992,K0
-1.44,379.21,1.58,0.009,A0
6.93,18.38,0.86,0.351,F0
7.6,12.43,0.6,0.401,F0
6.9,7.65,0.87,0.989,G8
7.27,14.41,1.37,0.312,A0
7.49,3.29,0.62,-0.138,B3IV
8.81,6.97,1.09,0.318,A5
3.35,57.02,0.83,0.443,F5IV
8.82,18.76,1.44,0.67,G0
5.92,41.2,0.56,0.491,F7V
6.04,6.63,0.64,1.205,K2III
7.18,2.83,0.52,1.635,M2III
6.65,11.03,0.89,0.333,F0
8.22,11.07,1.74,0.56,F8V
8.02,7.87,1.09,0.307,A5
7.98,6.04,0.73,0.069,A0
7.47,22.09,0.86,0.614,G0
9.0,11.89,0.76,0.575,F7V
7.6,5.91,0.62,1.23,K2III
6.78,4.96,0.88,-0.025,A0
8.87,4.16,0.76,1.115,K1III
7.13,5.27,0.92,0.042,A1V
5.3,8.19,0.73,0.075,A1IV
7.6,18.52,1.21,0.624,F8
9.14,9.68,1.09,0.508,F8
8.8,40.02,1.22,0.964,K3V
7.46,17.46,0.59,0.46,F5V
7.05,5.39,0.64,0.137,A3V
4.86,14.26,0.97,0.084,A3V
5.44,56.02,0.53,0.525,F8V
8.33,11.61,1.29,0.543,F5
8.26,5.6,1.08,0.137,A0
6.91,4.68,0.68,0.882,G6III
7.31,5.29,0.93,0.009,A0
8.1,5.36,0.86,0.555,F5V
8.13,7.01,0.62,0.162,A2
6.75,7.23,0.73,0.965,G8II
8.61,8.7,0.74,0.537,F6
6.69,8.68,0.77,0.077,A1IV
7.66,12.23,0.96,0.505,F5
8.56,3.5,0.67,0.944,G6III
5.66,6.09,0.71,-0.048,B9
7.04,14.37,1.06,0.375,F0IV
7.95,3.84,0.75,1.089,K1III
6.45,7.87,0.6,0.858,G6III
5.24,60.56,0.73,0.575,G0V
6.95,3.72,0.6,1.4,K3III
7.54,5.55,0.95,-0.075,B9
6.83,9.98,0.82,0.408,F5
5.34,15.69,0.74,0.964,K0III
5.28,5.08,0.77,-0.024,B8
7.94,8.18,1.06,0.303,A2
5.39,3.6,0.45,1.33,K1II
6.46,25.55,0.52,0.429,F3V
7.32,5.1,0.69,1.201,K0
6.07,4.88,0.72,-0.159,B7II
8.67,7.27,1.27,0.417,F0
7.0,6.1,1.08,1.15,K0
7.52,10.24,0.99,0.471,F5
8.39,3.61,0.66,0.988,G8III
10.56,31.48,1.95,1.306,M0V
5.6,5.45,0.49,1.549,K5III
7.31,6.56,0.84,0.097,A2
4.77,6.73,0.75,1.396,K4III
8.58,7.82,1.04,0.33,F0
7.63,4.66,0.7,0.087,A2V
5.27,9.85,0.56,-0.078,B8
6.84,5.08,0.63,0.3,G8III
6.35,7.56,1.41,0.066,A2V
7.0,7.05,0.54,0.869,G8III
9.61,8.92,1.67,0.653,G0
